item_id,shop_id,shop_name,category_name,name,hashtag,trade_in,price,sale,score_avg,score_num,stock,need_day,url,content
100003016,2162114,lucybaby,Apple空機,搞怪_歐美風_手機殼_美國_英國_骷髏_手機殼_空壓殼_防摔殼_iphone7_iphone7plus,#空壓殼#手機殼#手機套#美國#骷髏#蜘蛛人#歐美#iphone7plus#巴黎鐵塔#搞怪#大學生#帥氣#獨特#三星#htc#蘋果#卡通#保護殼,8.9,250,0,,0,30,-1,https://shopee.tw/ -i.2162114.100003016,_
11264193,2679835,tel6868,Android充電傳輸,蝦蝦宅購網GOLF金屬合金編織尼龍繩_安卓快速充電線_2米,#金屬充電線,10,120,0,,0,27,,https://shopee.tw/ -i.2679835.11264193,_GOLF金屬合金編織尼龍繩_安卓快速充電線_長度200公分_顏色玫瑰金金色銀色_micro_USB數據線通用_三星_HTC_小米_索尼_華碩_安卓手機平板通用需超商取貨請再告訴我我再開啓超商取貨服務給你謝謝130運費60190
13586766,1997979,jas20151204,iPhone充電傳輸,編號712款下標處多款手機電源貼_卡通豆腐貼,#現貨#全新#超商免運#美樂蒂#貨到付款#維尼#黛西#魯夫#小飛象#超值#史迪奇#百元有找#米奇#米妮#Kitty#跳跳虎#出貨快速#皮卡丘,4,50,0,5,7,16,-1,https://shopee.tw/ -i.1997979.13586766,JAS小茉莉店鋪商品說明1貼在iPhone_手機充電器打造個人專屬風格2每張貼紙皆已剪裁完畢只要按照步驟貼上即可其他款式在別的視窗喔
169518164,410286,alen0530,Android保護貼,三星GALAXY_A5_A7_2017_3D曲面熱彎曲_全屏9H滿版玻璃防爆膜_全覆蓋保護貼膜,,8.9,250,0,4.7,3,1,-1,https://shopee.tw/ -i.410286.169518164,三星GALAXY_A5A7_2017版專用全屏3D玻璃保護貼商品並不適用20152016版三星A5200A7200_專用3D滿版9H鋼化玻璃保護貼最新一代3D立體9H鋼化玻璃膜沒錯就是立體的熱彎朔型一次成形__六大強力優勢_1卓越工藝貼膜邊緣經過3D弧邊新工藝處理手感更加順滑操作更加流利2耐刮花充足鋼化時長9H遠勝於3H硬度拒絕螢幕刮花光滑無痕跡3防爆裂鋼化玻璃膜含有特殊工藝膠確保鋼化膜破裂保持塊狀碎開後不會刮傷螢幕及手指4高清晰光學級透光率低反射高清高透5反應靈敏厚度為03mm_觸摸反應更加靈敏色彩更加逼真6傻瓜式貼法強悍吸附力清理乾淨螢幕後對準孔位元放下即可排出空氣並自動吸附__1_一般防爆滿版膜平面非立體膜價格便宜防爆性一般覆蓋率低2_3D剛化玻璃硬膜立體硬膜可能有浮邊情況價格高覆蓋率高防爆性高但可能有手機殼無法使用的情況_請注意商品僅適用於2017版A5A7螢幕20162015版的A5A7請勿下標產品特點3D熱彎立體膜一次成型保護螢幕防破裂手機螢幕全屏覆蓋保護更完美HD高清光學高透光透光度達99超低反射高清高透還原螢幕色彩高清畫面完美呈現_此9H剛化玻璃膜為熱彎曲成型後精密打磨而成的3D曲面剛化膜可以貼合手機螢幕曲面弧度真正做到全覆蓋貼合急用可使用聊聊詢問確認現貨跟出貨時間好加快出貨
112642741,6073242,lewis0129,耳機喇叭,出清品Klipsch_STATUS_耳罩耳機,#59折#耳罩耳機#公司貨#支援Apple線控#線控#Klipsch,5.9,5900,0,,0,5,,https://shopee.tw/ -i.6073242.112642741,_
100003457,2162114,lucybaby,Apple空機,搞怪_歐美風_手機殼_招財貓_骷髏_十字架_手機殼_防摔殼_iphone7_iphone7plus,#繽紛#手機殼#手機套#美國#骷髏#蜘蛛人#歐美#iphone7plus#巴黎鐵塔#搞怪#大學生#帥氣#獨特#三星#htc#蘋果#卡通#保護殼,8.9,250,0,,0,30,-1,https://shopee.tw/ -i.2162114.100003457,_
169519146,17162141,wj5168,手機周邊配件,線控手機自拍杆通用安卓IOS手機橫豎拍自拍神器L69,,9.1,809,0,,0,20,-1,https://shopee.tw/ -i.17162141.169519146,線控手機自拍杆通用安卓IOS手機橫豎拍自拍神器L69
13586990,2382253,pk4003706,Android保護貼,三星_Note2345_S4_S5_S6_S7鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕_保護貼,#三星#Note2#Note3#Note4#J5#J7#A5#A7#S4#S5#E7#S6#S7#鋼化玻璃保護貼#玻璃保護膜#玻璃貼#手機螢幕#保護貼,8,50,2,4.9,98,243,-1,https://shopee.tw/ -i.2382253.13586990,S7滿版為周圍膠中間銀幕無膠下標前請先詢問是否有現貨現貨商品若選擇超商取貨當天晚上八點前訂單編號出來當天出貨下標前請至首頁閱讀本賣場之規則下標後即代表您同意本賣場之規則撕下離型膜後不做退款及退換貨的動作
169521591,1164549,zonekai,iPhone充電傳輸,迪特軍3CKTNETG84_蘋果高速充電傳輸菱角扁線1M白,,8.8,99,0,5,2,996,-1,https://shopee.tw/ -i.1164549.169521591,產品規格顏色白色線長1005cm重量20g內容物G84_蘋果高速充電傳輸菱角扁線1M_1產地中國注意事項1請勿充當幼小兒童玩具避免繞線造成危險2請勿在腐蝕性氣液體環境中使用避免造成短路及失去功能緊急處理方式一旦發生燒焦及冒煙狀況請立即關閉電源及拔除充電線送回原購買處售後服務以上產品之規格圖片及其他資訊僅供參考如與實際產品有任何不相符之處應以實際產品為準
112645696,3728210,c883c240,Android充電傳輸,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_QC20_QC30_可用_A57A77,,8.5,150,0,5,1,38,,https://shopee.tw/ -i.3728210.112645696,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_可通過21A電流QC20_QC30_可用
100003594,2162114,lucybaby,Apple空機,搞怪_歐美風_手機殼_招財貓_骷髏_十字架_手機殼_防摔殼_iphone7_iphone7plus,#蛋糕#手機殼#手機套#美國#骷髏#蜘蛛人#歐美#iphone7plus#巴黎鐵塔#搞怪#大學生#帥氣#獨特#三星#htc#蘋果#卡通#保護殼,8.9,250,0,,0,30,-1,https://shopee.tw/ -i.2162114.100003594,_
135871075,3016284,djsssss,耳機喇叭,百威電子_HAWK_B350_車用免持藍牙耳機麥克風_雙待機_充電式磁吸底座_CSR_41_藍芽耳麥,#藍牙耳麥#車用藍牙耳麥#充電式磁吸底座,7.4,690,0,,0,5,,https://shopee.tw/ -i.3016284.135871075,藍牙版本CSR_41藍牙格式HSP_HFP_A2DP頻率24248GHz電池內建_50mAh鋰電池通話待機時間4120_小時充電方式Micro_USB_DC_5V充電時間12小時耳機尺寸525x15x115mm充電座尺寸38x225x225mm淨重145g麥克風靈敏度43dB_3充電線長80cm傳輸距離約10M無障礙物傳輸距離會受電池電量或周圍環境影響B350_藍牙耳機麥克風_X1充電座_X1充電線80cm_X1耳塞_X2耳掛_X2出風口夾_X13M雙面膠_X1產品保證卡_X1產品說明書_X1歡迎多多使用聊聊功能我們有在線上的話聊聊都會即時回訊喔因系統設計問題用留言的話無法即時回覆請見諒百威電子位於高雄長明電子街高雄朋友歡迎來店自取省運費有實體店面有保障店面數量變動快網拍數量不等於現貨數量自取前請務必先來電預約
100003777,2162114,lucybaby,Apple空機,搞怪_歐美風_手機殼_招財貓_骷髏_十字架_手機殼_防摔殼_iphone7_iphone7plus,#動物#手機殼#手機套#美國#骷髏#蜘蛛人#歐美#iphone7plus#巴黎鐵塔#搞怪#大學生#帥氣#獨特#三星#htc#蘋果#卡通#保護殼,8.9,250,0,,0,30,-1,https://shopee.tw/ -i.2162114.100003777,_
169523444,1164549,zonekai,Android充電傳輸,迪特軍3CKTNETG84_V8高速充電傳輸菱角扁線1M黑,,6.6,99,0,,0,999,-1,https://shopee.tw/ -i.1164549.169523444,產品規格顏色黑色線長1005cm重量20g內容物G84_V8高速充電傳輸菱角扁線1M_1產地中國注意事項1請勿充當幼小兒童玩具避免繞線造成危險2請勿在腐蝕性氣液體環境中使用避免造成短路及失去功能緊急處理方式一旦發生燒焦及冒煙狀況請立即關閉電源及拔除充電線送回原購買處售後服務以上產品之規格圖片及其他資訊僅供參考如與實際產品有任何不相符之處應以實際產品為準
112646354,4534059,mayzi20,耳機喇叭,橄欖式外星人藍芽音響,,8.5,390,0,5,1,7,-1,https://shopee.tw/ -i.4534059.112646354,提供藍芽配對眼睛會發光喔
135875312,4877396,3cfasumei,行動電源,全球限量,,5.7,900,0,,0,1,,https://shopee.tw/ -i.4877396.135875312,杰強JPOWER_拉拉熊_6000mAh_超薄行動電源日本San__X正式授權證認BSMI字號R31950非買不可的理由日本San__X正式授權證認全球獨一無二的限量發售商品附證書採用實用性安全性穩定性最高的聚合物鋰電池適用iPad及各式平板電腦智慧型手機MP3MP4PDA及其他可透過USB充電之可攜式電子產品投保富邦產物1000萬責任險使用更安心輕盈機身超薄設計隨身攜帶方便無負擔觸控式開關隱藏四段LED燈號電力顯示內建短路保護過電流保護過充保護溫度保護
100006074,11750010,tsengmonmon,Apple空機,Apple_iPod_nano_7_收購_二手_估價_回收_買賣,,9,99,0,,0,99,-1,https://shopee.tw/ -i.11750010.100006074,Apple_iPod_nano_7收購二手估價回收買賣
169524350,16257036,b211880562,手機周邊配件,二手Swarovski_tinkerbell水晶吊飾,,10,990,0,,0,1,,https://shopee.tw/ -i.16257036.169524350,不常使用保存狀況如圖吊飾長約125cm二手商品售出不退
112647030,3728210,c883c240,Android充電傳輸,安卓_Micro_轉_TYPEC_2合1快速充電傳輸線_21A充電線_QC20_QC30_可用_R11SR9S,,4.4,150,0,,0,40,,https://shopee.tw/ -i.3728210.112647030,安卓_Micro_轉_TYPEC_二合一快速充電傳輸線_21A充電線_可通過21A電流QC20_QC30_可用
135876263,321541,c7712125,耳機喇叭,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,#T3#即插式#美顏音箱#手機直播#補光燈#美顏自拍燈#手機音響#直插便攜#小音箱#擴音器#喇叭#商品本身價格並不高,7.5,145,4,3.7,11,190,-1,https://shopee.tw/ -i.321541.135876263,音質無法向其他高級音響相比商品如有一點破音雜音不影響使用並不算在退換貨範圍如果無法接受者請斟酌下單型號T3喇叭參數32mm喇叭功率3w信噪比90db頻段範圍2020KHZ電池容量350mah充電時間_約1小時工作時間約6小時產品尺寸6045832_mm淨重_45克
100006241,7399907,cj12480706,耳機喇叭,專利強力磁鐵接頭磁扣_分享共享式_軟膠耳機耳塞,#耳機#3c#路跑必備,5,230,0,,0,2,,https://shopee.tw/ -i.7399907.100006241,_
169524927,1164549,zonekai,Android充電傳輸,迪特軍3CKTNETG84_V8高速充電傳輸菱角扁線1M白,,4.3,99,0,,0,999,-1,https://shopee.tw/ -i.1164549.169524927,產品規格顏色白色線長1005cm重量20g內容物G84_V8高速充電傳輸菱角扁線1M_1產地中國注意事項1請勿充當幼小兒童玩具避免繞線造成危險2請勿在腐蝕性氣液體環境中使用避免造成短路及失去功能緊急處理方式一旦發生燒焦及冒煙狀況請立即關閉電源及拔除充電線送回原購買處售後服務以上產品之規格圖片及其他資訊僅供參考如與實際產品有任何不相符之處應以實際產品為準
13587767,2485660,as5349691,耳機喇叭,現貨3組迷你藍芽耳機立體聲車載音樂,,9,390,0,5,2,1,,https://shopee.tw/ -i.2485660.13587767,現貨3組迷你藍芽耳機立體聲車載音樂注意此商品只有單耳有附送一條外接耳機2黑1金1銀390面交地點在新竹市西大路底藍印子旁的紅綠燈巷口
1000062594,1805991,panpanshiuan,Android空機,品樂通訊ASUS_ZenFone_4_Pro_ZS551KL_全新未拆實體店面取機付款,,8.1,12900,0,,0,2,,https://shopee.tw/ -i.1805991.1000062594,55吋螢幕雙卡雙待_1200萬畫素1600萬畫素主相機_800萬畫素前鏡頭八核心處理器_6G_RAM64G_ROM品樂通訊科技_實體門市Line_加好友連結_httplinemetip40jeremy0987081883臉書粉絲團httpswwwfacebookcompinle3c營業時間下午100晚上1000_星期日彈性休假高雄市左營區文萊路195號大魯閣打擊練習場附近崇德路屈臣氏轉進來0912730470商品於多通路同步銷售建議先Line我詢問商品是否已售出
112648598,3728210,c883c240,iPhone保護貼,3D滿版_碳纖維不碎邊_9H鋼化玻璃保護貼_APPLE_iPhone6iPhone6_PLUS_黑色_白色,,5.7,220,0,,0,40,,https://shopee.tw/ -i.3728210.112648598,商品特色3D曲面工藝告別碎邊情況貼合機身完美手感更圓潤真正耐刮9H硬度高透光率亮面防指紋疏水防油排氣性高超好貼所謂複合式3D四周旁都敲不破軟性邊框中間為玻璃_機型APPLE_iPhone6iPhone6_PLUSAPPLE_iPhone6SiPhone6S_PLUSAPPLE_iPhone7iPhone7_PLUS
169526987,1903814,bebby2299,耳機喇叭,龍貓耳機,,3.7,180,0,,0,2,,https://shopee.tw/ -i.1903814.169526987,全新_限量商品唷
1000064149,27030535,ifajfjfj2,Android空機,Note8紫二手空機手機64G三星99成新,,10,18990,0,,0,1,,https://shopee.tw/ -i.27030535.1000064149,購買可享30天內螢幕破裂輾碾原廠授權免費一次獨家新北市中和板橋可面交看
13588059,2525180,we6323,iPhone保護殼,現貨I_phone66s玩具總動員怪獸大學立體浮雕手機殼,#BKiphone手機殼#玩具總動員#怪獸大學#怪獸電力公司手機殼,6.2,80,0,5,4,1,,https://shopee.tw/ -i.2525180.13588059,
112649364,2645662,fu1010,耳機喇叭,飛翔3CSkullcandy_骷顱糖_INKD_應可系列_藍芽耳塞式耳機_海軍藍_S2IKWJ569公司貨,,9.5,1804,0,,0,100,-1,https://shopee.tw/ -i.2645662.112649364,Skullcandy_INKD_應可系列_藍芽耳塞式耳機_海軍藍_S2IKWJ569_商品眾多__流動量快__同步刊登各大平台__部份商品庫存不穩定__下標前請先詢問存貨量_以避免耽誤到買家收貨時間
169531418,12583375,s85116875,Android保護貼,imos_疏水疏油螢幕保護貼_Samsung_A53C小舖新竹可自取,#imos#疏水疏油#PET#保護貼#濾藍光#新竹,6,600,0,,0,3,,https://shopee.tw/ -i.12583375.169531418,有配合的實體門市可自取免費代貼包膜王地址新竹市光復路二段162號客服時間_電話0903139998週一到週日12002200Lines85116875隨時有空就能回歡迎詢問_IMOS全系列都有沒有上架的可先詢問唷
1000068388,17371416,chunyao3c,Apple空機,2手已過保APPLE_iphone_7_plus_256G玫瑰金95新台中彰化可面交,,10,18800,0,,0,1,,https://shopee.tw/ -i.17371416.1000068388,2手已過保i7_plus_256G玫瑰金外觀95新盒裝序號一致附充電頭線台中彰化可面交試機
169533300,12583375,s85116875,Android保護貼,imos_疏水疏油螢幕保護貼_Samsung_A7_2016_正背3C小舖新竹可自取,#imos#疏水疏油#PET#保護貼#濾藍光#新竹,10,600,0,,0,3,,https://shopee.tw/ -i.12583375.169533300,有配合的實體門市可自取免費代貼包膜王地址新竹市光復路二段162號客服時間_電話0903139998週一到週日12002200Lines85116875隨時有空就能回歡迎詢問_IMOS全系列都有沒有上架的可先詢問唷
13588097,2382253,pk4003706,Android保護貼,三星_S6_S7_edge_edge_plus_3D曲面滿版_鋼化玻璃保護貼_玻璃保護膜_玻璃膜_玻璃貼_手機_螢幕,#滿額免運#三星#samsung#S6#S7#edge#3D#曲面#鋼化玻璃保護貼#玻璃保護膜#滿版#玻璃貼#手機#螢幕#保護貼#保護膜#edge#plus,8,200,2,4.7,151,14574,,https://shopee.tw/ -i.2382253.13588097,第二張照片保護貼顏色為白半透明金第三張照片保護貼顏色為全透明第四張照片金色手機搭配全透明保護貼此款非靜電吸附中間無膠疏水疏油功能佳註因每台弧度不同有公差存在有可能會有不能完全服貼及觸控不良等等之風險塑膠破裂是一痕一痕的痕跡玻璃成分的是高密度的痕跡最後一張破碎圖再麻煩消費者自行辨認了下標前請先詢問是否有現貨現貨商品若選擇超商取貨當天晚上八點前訂單編號出來當天出貨下標前請至首頁閱讀本賣場之規則下標後即代表您同意本賣場之規則
11265016,1390444,minluart,Android保護貼,Sony高端優品Sony_L2_Z5_Z5P_Z3_Z3_Z2_Z1_奈米_9H鋼化玻璃保護貼超薄_25D弧邊,,8,108,2,5.0,74,6072,,https://shopee.tw/ -i.1390444.11265016,1商品所在地台灣__2商品存貨現貨遇缺私訊另行通知_3若有顏色選擇_請註明遞補顏色_以便加快出貨速度_4出貨時間星期一到星期六下午5點前結帳_當日出貨星期日公休不出貨5可取貨時間_急件請用宅配隔天即可收貨__711或全家_約23天_會簡訊通知取貨6LINEqns8332o_技術支援_門號退佣_新機報價_二手買賣_7如何查詢手機型號_手機設定關於型號_google_一下有對應型號
100007335,2162114,lucybaby,Apple空機,三麗鷗_KITTY_凱蒂貓_無嘴貓_手機殼_掛脖子_正版_吊繩_皮革_iphone6_iphone6plus_Note5,#hellokitty#三麗鷗#雙子星#掛繩#手機殼#手機套#復古流行#特價#流行#現貨#299免運#滿額免運費#超商取貨付款#新款#質感#交換禮物#皮革#美樂蒂,9,569,0,,0,30,-1,https://shopee.tw/ -i.2162114.100007335,
112650509,3759177,behring,Android保護貼,NISDA滿版系列_小米_5S_Plus_小米_5SPLUS_手機保護貼_9H鋼化膜_玻璃保護貼,#重覆購買#年終出清#各廠牌手機皮套#全新#氣墊空壓#iphone6#傳輸線#旅充頭#移動電源#行動電源#防水袋#記憶卡#超低價#特價,7.2,480,0,,0,10,-1,https://shopee.tw/ -i.3759177.112650509,_
135882795,2586646,f0970030954,Android保護貼,榮聖__華為_Mate9_Pro_3D全滿屏覆蓋貼膜_GOR_全屏鋼化膜_曲面玻璃膜_滿版_玻璃貼,#榮聖#華為#Mate9Pro#3D全滿屏覆蓋貼膜#GOR#全屏鋼化膜#曲面玻璃膜#滿版#玻璃貼,8,260,0,,0,1998,-1,https://shopee.tw/ -i.2586646.135882795,下標後請留言_顏色適用於__華為_Mate9_Pro顏色黑色白色
169536536,5409707,vw0918,Apple空機,立體麵包超人__細菌超人手機殼,,8.8,400,0,,0,396,-1,https://shopee.tw/ -i.5409707.169536536,型號__i6__i7_全系列
135886374,483690,welcomeveryone1219,手機周邊配件,廣福3C3110_鋁合金三腳架_單反數碼相機便攜三腳架_手機拍照自拍支架_攝影器材_DV攝像機_伸縮4節架,#手機三角架,8,280,0,1,1,3,,https://shopee.tw/ -i.483690.135886374,3110_鋁合金三腳架_單反數碼相機便攜三腳架_手機拍照自拍支架_攝影器材_DV攝像機_伸縮4節架
1000073386,55571101,lv9999999,Apple空機,二手_女用機_iPhone7_plus_128G__全包膜,#iphone7plus#iphone7#iphone#iphone7系列,10,21900,0,,0,1,,https://shopee.tw/ -i.55571101.1000073386,_
112650512,3759177,behring,iPhone保護貼,OWEIDA_iPhone_7_PLUS_I7_55吋_3D_滿版_強化玻璃_鋼化玻璃_玻璃保貼_玻璃貼,#重覆購買#3D滿版#鋼化貼#玻璃貼#9H螢幕鋼化#超多型號#歡迎詢問#台中手機快速維修#傳輸線#快充旅充頭#超多手機皮套#HANG#行動電源#藍芽耳機,5,580,0,,0,40,-1,https://shopee.tw/ -i.3759177.112650512,_
16953671,3949864,fs6231,iPhone保護殼,I_phone66s_47_手機殼_軟殼_頑皮豹,#iphone6#iphone6s#軟殼#百元商品,8,100,0,5,1,2,,https://shopee.tw/ -i.3949864.16953671,
135886910,3098681,afahuang2016,Android保護貼,發仔__華為_Mate9_Pro_3D全滿屏覆蓋貼膜_GOR_全屏鋼化膜_曲面玻璃膜_滿版_玻璃貼,#發仔#華為#Mate9#Pro#3D全滿屏覆蓋貼膜#GOR#全屏鋼化膜#曲面玻璃膜#滿版#玻璃貼,8,260,0,5,1,1997,-1,https://shopee.tw/ -i.3098681.135886910,下標後請留言_顏色適用於__華為_Mate9_Pro顏色黑色白色
100007435,11750010,tsengmonmon,Apple空機,Apple_iPod_nano_6_收購_二手_估價_回收_買賣,,9,99,0,,0,99,-1,https://shopee.tw/ -i.11750010.100007435,Apple_iPod_nano_6收購二手估價回收買賣
169536880,4138333,smallfish_,手機周邊配件,內附影片_A6補光自拍棒_迷你補光自拍棒_線控版_補光自拍神器_補光燈自拍棒_非藍芽,#自拍桿#腳架自拍棒#藍芽自拍棒#手機藍芽#手機藍芽遙控自拍#自拍神器#三角架#相機架#藍芽無線遙控器#充電式藍芽#iphone#三星#安卓#蘋果#HTC#iOS#補光燈自拍桿,5.9,338,3,4.7,15,378,-1,https://shopee.tw/ -i.4138333.169536880,
